# catalogo de jogos do Astra — nome de executavel -> titulo
# destilado de https://discord.com/api/v9/applications/detectable
# 11104 entradas · instantaneo de 2026-08-27
# refazer com: node tools/atualizar-catalogo-de-jogos.mjs
-arcane raise-/game.exe	Arcane Raise
powerwash simulator 2/powerwash simulator 2.exe	PowerWash Simulator 2
powerwash simulator/powerwashsimulator.exe	PowerWash Simulator
praey for the gods/praey for the gods.exe	Praey for the Gods
pragmata_sketchbook.exe	PRAGMATA
prehistoric hunt/prehistoric_hunt.exe	Prehistoric Hunt
prehistoric kingdom demo/prehistoric kingdom.exe	Prehistoric Kingdom Demo
prehistoric kingdom/prehistoric kingdom.exe	Prehistoric Kingdom
prepar3d.exe	Prepar3D
prerequisites/install_webmdshow.exe	FaceRig
prerequisites/opencodecs_0.85.17777.exe	IRFaceRig
preserve/preserve.exe	Preserve
presidents tower defense/presidents tower defense.exe	Presidents Tower Defense
press any button/pab.exe	Press Any Button
press ctrl/press ctrl.exe	Press Ctrl
press x to not die/press x to not die.exe	Press X to Not Die
prettyangel/prettyangel.exe	Pretty Angel
prettyneko/prettyneko.exe	Pretty Neko
prey.exe	Prey
price/price.exe	PRICE
priestess lust/priestess lust.exe	Priestess Lust
primalcarnagegame.exe	Primal Carnage
prime world defenders 2/defenders2.exe	Prime World: Defenders 2
prime world/castle/castle.exe	Prime World
primordia/primordia.exe	Primordia
prince of persia forgotten sands/prince of persia.exe	Prince of Persia: The Forgotten Sands
prince of persia the lost crown/thelostcrown.exe	Prince of Persia: The Lost Crown
prince of persia the sands of time/princeofpersia.exe	Prince of Persia: The Sands of Time
prince of persia the warrior within/princeofpersia.exe	Prince of Persia: Warrior Within
prince of persia two thrones/princeofpersia.exe	Prince of Persia: The Two Thrones
prince of persia/launcher/launcher.exe	Prince of Persia
prince of suburbia - part one/princeofsuburbiarewrite.exe	Prince of Suburbia - Part 1
princeofpersia_launcher.exe	Prince of Persia
princess & conquest/game.exe	Princess & Conquest
princess maker 2 refine/pm2.exe	Princess Maker 2 Refine
princess remedy/remedy_gm7.exe	Princess Remedy in a World of Hurt
prismata/prismata.exe	Prismata
prison architect.exe	Prison Architect
prison boss vr/prisonbossvr64.exe	Prison Boss VR
prison escape simulator dig out/prison escape simulator.exe	Prison Escape Simulator: Dig Out
prison life 2/prison life 2.exe	Prison Life 2
prison life/prison life.exe	Prison Life
prison simulator demo/prison simulator.exe	Prison Simulator Demo
prison simulator prologue/prison simulator.exe	Prison Simulator: Prologue
prison simulator/prison simulator.exe	Prison Simulator
prisoners/prisoners.exe	Prisoners
pro 11/pro11.exe	Pro 11
pro cycling manager 2017/pcm64.exe	Pro Cycling Manager 2017
pro cycling manager 2018/pcm64.exe	Pro Cycling Manager 2018
pro cycling manager 2019/pcm64.exe	Pro Cycling Manager 2019
pro cycling manager 2020/pcm64.exe	Pro Cycling Manager 2020
pro cycling manager 2021/pcm64.exe	Pro Cycling Manager 2021
pro cycling manager 2022/pcm64.exe	Pro Cycling Manager 2022
pro cycling manager 2023/pcm64.exe	Pro Cycling Manager 2023
pro cycling manager 2024/pcm64.exe	Pro Cycling Manager 2024
pro evolution soccer 2016 myclub/settings.exe	Pro Evolution Soccer 2016
pro evolution soccer 2017/pes2017.exe	Pro Evolution Soccer 2017
pro evolution soccer 2018 lite/pes2018.exe	Pro Evolution Soccer 2018 Lite
pro evolution soccer 2019 demo/pes2019.exe	Pro Evolution Soccer 2019
pro fishing/profishing.exe	Professional Fishing
prodeus/prodeus.exe	Prodeus
production line/productionline.exe	Production Line
progressbar95/progressbar95.exe	Progressbar95
project arrhythmia/project arrhythmia.exe	Afterbeat
project capybaras/extremely_powerful_capybaras.exe	Extremely Powerful Capybaras
project cars 2 demo/pcars2demoavx.exe	Project CARS 2 Demo
project cars 3/pcars3.exe	Project CARS 3
project castaway/project castaway.exe	Project Castaway
project castle/castle.exe	Vedelem: The Golden Horde
project demigod/project demigod - early access.exe	Project Demigod
project hardline/project hardline.exe	Project Hardline
project highrise/game.exe	Project Highrise
project hospital/projecthospital.exe	Project Hospital
project lazarus/project lazarus.exe	Project Lazarus
project mage/projectmage.exe	Salt and Sacrifice
project name/project name.exe	Project: Name
project p/torment.exe	Planescape: Torment - Enhanced Edition
project rtd/rtd.exe	프로젝트 랜타디: 멀티 대전 디펜스
project spark/mars.exe	Surviving Mars: Relaunched
project torque/projecttorque.exe	Project Torque
project warlock arctic attack/pw_aa_x64.exe	Project Warlock Arctic Attack
project warlock/pw_x64.exe	Project Warlock
project waterfront submission/champions.exe	MARVEL Contest of Champions
project winter demo/projectwinter.exe	Project Winter Lite
project winter/projectwinter.exe	Project Winter
project zero deaths/project zero deaths.exe	Project Zero Deaths
project64.exe	Project 64
project64.exe	Project64
project_rhombus.exe	Project Rhombus
projectg.exe	PangYa
projectzomboid32.exe	Project Zomboid
projectzomboid64.exe	Project Zomboid
projekt passion - season 2/projektpassion.exe	Projekt: Passion - Season 2
projekt passion/projektpassion.exe	Projekt: Passion - Season 1
prolog/lightmatter.exe	Lightmatter
prolog/stubbsthezombie.exe	Stubbs the Zombie in Rebel Without a Pulse
prometheus/prometheus.exe	Omega Strikers
propwitchhuntmodule-win64-shipping.exe	Witch It
prospector_the_first_contract/prospector.exe	Prospector
prosperousuniverse/prun.exe	Prosperous Universe
proteus.exe	Proteus
prototype 2/prototype2.exe	Prototype 2
prototype/prototypef.exe	Prototype
psalm/psalm.exe	Psalm 5:9-13
pso2.exe	Phantasy Star Online 2
psobb.exe	Phantasy Star Online Blue Burst
psycho patrol r/psychopatrolr.exe	Psycho Patrol R
psychonauts.exe	Psychonauts
psychopomp gold/psychopomp gold.exe	Psychopomp GOLD
psychopomp/psychopomp.exe	Psychopomp
pubglite-win64-shipping.exe	PUBG LITE
pubglite.exe	PUBG LITE
pubglite/launcher.exe	PUBG LITE
pubglite/launcher_updater.exe	PUBG LITE
pubglite/pubg lite.exe	PUBG LITE
public bounce/public bounce.exe	Public Bounce
publish/warcana.exe	WARCANA
puck/puck.exe	Puck
pulsarlostcolony/pulsar_lostcolony.exe	PULSAR: Lost Colony
pumping simulator 2/pumping simulator 2.exe	Pumping Simulator 2
pumpingsimulator/pumping simulator.exe	Pumping Simulator
pumpkin panic/pumpkin panic.exe	PUMPKIN PANIC
punch club 2 fast forward/punch club 2 fast forward.exe	Punch Club 2: Fast Forward
punch club.exe	Punch Club
punkbuster/pbsvc_bc2.exe	Battlefield: Bad Company 2
puppet master the game/puppet master the game.exe	Puppet Master: The Game
pure pool/mantisconfig.exe	Pure Pool
pure sniper/pure sniper.exe	Pure Sniper
purefarming/purefarming.exe	Pure Farming 2018
pureya/pureya.exe	pureya
purple place/purple place.exe	Purple Place
purrfect date/purrfect date.exe	Purrfect Date
purrgatory/purrgatory.exe	Purrgatory
push battle/pushbattle.exe	Push Battle
pushing it! together sisyphus co-op/pushing it! together.exe	Pushing It! Together: Sisyphus Co-Op
puss!/puss!.exe	PUSS!
puyo puyo champions/puyopuyochampions.exe	Puyo Puyo Champions
puyopuyotetris/puyopuyotetris.exe	Puyo Puyo Tetris
puyopuyotetris2/puyopuyotetris2.exe	Puyo Puyo Tetris 2
puzzle together/puzzle together.exe	Puzzle Together
puzzline/puzzline.exe	Puzzline
pvz replanted - pc/replanted.exe	Plants vs. Zombies: Replanted
pvz replanted/replanted.exe	Plants vs. Zombies: Replanted
pw_game.exe	Prime World
pyre.exe	Pyre
pyrite heart.exe	Pyrite Heart
pyroworks/pyroworks v1.0.0.exe	Pyroworks
q remastered/q.exe	Q REMASTERED
qop/qop.exe	qop
quackdzilla pool cleaning simulator/quackdzilla pool cleaning simulator.exe	Quackdzilla: Pool Cleaning Simulator
quake 3 arena/quake3.exe	Quake III Arena
quake 4/quake4.exe	Quake 4
quake2.exe	Quake II
quake3.exe	Quake III
quakechampions.exe	Quake Champions
quakelive.exe	Quake Live
quakelive_steam.exe	Quake Live
quantumbreak.exe	Quantum Break
quasimorph/quasimorph.exe	Quasimorph
quasimorphosis captivus/quasimorph.exe	Quasimorph: End of Dream
quatro!/quatro!.exe	Quatro!
quaver/quaver.exe	Quaver
qubegame.exe	Q.U.B.E: Director's Cut
quern - undying thoughts/quern.exe	Quern: Undying Thoughts
quickerflak/quickerflak.exe	QUICKERFLAK
quickie a love hotel story/quickie a love hotel story.exe	Quickie: A Love Hotel Story
quickie fantasy adventure/quickie fantasy adventure.exe	Quickie: Fantasy Adventure
quilts_and_cats_of_calico/quilts_and_cats_of_calico.exe	Quilts and Cats of Calico
quiplash 2 interlashional/quiplash 2 interlashional.exe	Quiplash 2 InterLASHional
quiplash.exe	Quiplash
quiplash/quiplash.exe	Quiplash
quivr/quivr.exe	QuiVr
qwant/nsuns1.exe	Naruto: Ultimate Ninja Storm
qwant2/nsuns2.exe	Naruto Shippuden: Ultimate Ninja Storm 2
r.u.s.e/ruse.exe	R.U.S.E.
r3air.exe	Flash Flash Revolution
r5apex_dx12.exe	Apex Legends
r6vegas2_game.exe	Tom Clancy's Rainbow Six: Vegas 2
r6vegas_game.exe	Tom Clancy's Rainbow Six: Vegas
ra3ep1.exe	Command & Conquer: Red Alert 3
rabbit and steel/rabbitsteel.exe	Rabbit & Steel
rabbit hole/rabbit-hole.exe	Rabbit Hole
rabi-ribi/rabiribi.exe	Rabi-Ribi
race of life - act 1/raceoflife.exe	Race of Life
raceabit.exe	race.a.bit
racecraft/racecraft.exe	Racecraft
racethesun.exe	Race the Sun
racine/racine.exe	Racine
racing classics/racing classics.exe	Racing Classics: Drag Race Simulator
rack and slay/rack and slay.exe	Rack and Slay
rad-win64-shipping.exe	Rad Rodgers
radiator 2/radiator2_steam_windows.exe	Radiator Forever
radicalheights.exe	Radical Heights
radio commander/rc.exe	Radio Commander
raft.exe	Raft
rage 2/rage2.exe	RAGE 2
rage of car force/rageofcarforce.exe	Rage of Car Force: Car Crashing Games
rage parking simulator 2016/rps2016.exe	Rage Parking Simulator 2016
rage wars/ragewars.exe	Rage Wars
rage.exe	RAGE
ragexe.exe	Ragnarok Online
ragnarok clicker heroes/ragnarok clicker.exe	Ragnarok Clicker
ragnarok the lost memories/the lost memories.exe	Ragnarok: The Lost Memories
ragnarok/ragnarok.exe	Ragnarok
raid world war ii/raid_win64_d3d9_release.exe	RAID: World War II
raid.exe	Raid: Shadow Legends
raidland/raidland.exe	RaidLand
raidou tmotsa/raidou tmotsa.exe	RAIDOU Remastered: THE MYSTERY OF THE SOULLESS ARMY
rail route/rail route.exe	Rail Route
railroad corporation/railroadcorporationsteam.exe	Railroad Corporation
railroad tycoon 2 platinum/rt2_plat.exe	Railroad Tycoon II Platinum
railroad tycoon 3/rt3.exe	Railroad Tycoon 3
railroader/railroader.exe	Railroader
railroads.exe	Sid Meier's Railroads!
railway empire 2/railwayempire2.exe	Railway Empire 2
railway empire/railwayempire.exe	Railway Empire
railworks.exe	Train Simulator Classic
railworks/utilities.exe	Train Simulator Classic
rain world/rainworld.exe	Rain World
rainbow six lockdown/lockdown.exe	Tom Clancy's Rainbow Six: Lockdown
rainbowsix.exe	Rainbow Six Siege
rainbowsix_be.exe	Rainbow Six Siege
rainbowsixgame.exe	Rainbow Six Siege
rakuen/engine.exe	Rakuen
rally mechanic simulator prologue/rallymechanicsimulator.exe	Rally Mechanic Simulator
rampage_knights.exe	Rampage Knights
randal's monday/randals.exe	Randal's Monday
rappelz/sframe.exe	Rappelz
rapture rejects/rr-windows-client.exe	Rapture Rejects
ratatan/game.exe	Ratatan
ratchet & clank - rift apart/riftapart.exe	Ratchet & Clank: Rift Apart
ratopia/ratopia.exe	Ratopia
ratropolis/ratropolis.exe	Ratropolis
rats.exe	Bad Rats
ratz instagib/ratzinstagib.exe	Ratz Instagib
ravager/ravager.exe	Ravager
ravenfield multiplayer/ravenfield multiplayer.exe	Ravenfield: Multiplayer Mod
ravenfield.exe	Ravenfield
ravenshield.exe	Tom Clancy's Rainbow Six 3: Gold Edition
ravenswatch/ravenswatch.exe	Ravenswatch
rayman legends.exe	Rayman Legends
rayman origins.exe	Rayman Origins
rayman raving rabbids/settingsapplication.exe	Rayman Raving Rabbids
rayman2.exe	Rayman 2: The Great Escape
rb_w/rhythmbrawl.exe	Rhythm Brawl
rc plane 3/rc plane 3.exe	RC Plane 3
rct.exe	RollerCoaster Tycoon: Deluxe
rct2.exe	RollerCoaster Tycoon 2: Triple Thrill Pack
rct3plus.exe	RollerCoaster Tycoon 3: Platinum
rds - the official drift videogame/rds.exe	RDS: The Official Drift Videogame
re-legend/relegend.exe	Re:Legend
re/re.exe	極品采花郎
re3/re3.exe	Resident Evil 3
re3demo/re3demo.exe	Resident Evil 3: Raccoon City Demo
re5dx9.exe	Resident Evil 5
re7.exe	Resident Evil 7: Biohazard
reactivedrop.exe	Alien Swarm: Reactive Drop
read only memories/rom.exe	2064: Read Only Memories
realflight evolution/realflight64.exe	RealFlight Evolution
realm of the mad god.exe	Realm of the Mad God
realm revolutions/game.exe	Realm Revolutions
realm royale/binaries/win64/realm.exe	Realm Royale Reforged
realm royale/binaries/win64/realmeac.exe	Realm Royale Reforged
realm royale/realmbootstrapper.exe	Realm Royale Reforged
realmgrinderdesktop.exe	Realm Grinder
realms of bondage/realms of bondage.exe	Realms Of Bondage
realpolitiks/realpolitiks.exe	Realpolitiks
realrtcw/realrtcw.x64.exe	RealRTCW
reassemblyrelease.exe	Reassembly
reaver demo/reaver.exe	REAVER
rebel cops/rebel cops.exe	Rebel Cops
rebel forces/rebelforces.exe	Rebel Forces
rebel inc escalation/rebel inc. escalation.exe	Rebel Inc: Escalation
rebelgalaxygog.exe	Rebel Galaxy
rebelgalaxysteam.exe	Rebel Galaxy
rebirthmr wang/rebirth mr wang.exe	Rebirth: Mr Wang
reboundarena.exe	REBOUND ARENA
receiver 2/receiver2.exe	Receiver 2
recettear/recettear.exe	Recettear: An Item Shop's Tale
recipe for disaster/recipe for disaster.exe	Recipe for Disaster
reckoning.exe	Kingdoms of Amalur: Reckoning
record of lodoss war-deedlit in wonder labyrinth-/deedlit in wonder labyrinth.exe	Record of Lodoss War: Deedlit in Wonder Labyrinth
recore.exe	ReCore: Definitive Edition
recroom.exe	Rec Room
recroom/recroom.exe	Rec Room
recroom_release.exe	Rec Room
recycling center simulator/rcsim.exe	Recycling Center Simulator
recyclingcentersimulator_prologue/rcsim.exe	Recycling Center Simulator: Prologue
red chaos - the strict order/red chaos the strict order.exe	Red Chaos: The Strict Order
red crucible firestorm/red crucible.exe	War Trigger 3
red dead redemption 2/playrdr2.exe	Red Dead Online
red dead redemption 2/rdr2.exe	Red Dead Redemption 2
red dead redemption/rdr.exe	Red Dead Redemption
red faction guerrilla re-mars-tered/rfg.exe	Red Faction: Guerrilla Re-Mars-tered
red hot vengeance/redhotvengeance.exe	RED HOT VENGEANCE
red planet farming/redplanetfarming.exe	Red Planet Farming
red wings/red wings aces of the sky.exe	Red Wings: Aces of the Sky
redfaction.exe	Red Faction
redist/dauservicesetup_steam.exe	Dragon Age: Origins - Ultimate Edition
redist/dotnetfx40_client_x86_x64.exe	Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure
redmatch 2/redmatch 2.exe	Redmatch 2
refind self the personality test game/refindself.exe	Refind Self: The Personality Test Game
reflex.exe	Reflex Arena
regen.exe	REGEN
regiments/regiments.exe	Regiments
regions of ruin/regions of ruin.exe	Regions of Ruin
regular human workshop/regular human workshop.exe	Regular Human Workshop
regularhumanbasketball.exe	Regular Human Basketball
reigns her majesty/reigns2.exe	Reigns: Her Majesty
reigns.exe	Reigns
reignsgot/reignsgot.exe	Reigns: Game of Thrones
reka/reka.exe	REKA
rekt crash test/rekt crash test.exe	Rekt: Crash Test
release/bc.exe	Battle Carnival
release/chimeraland.exe	Chimeraland
release/client_tos_x64.exe	Tree of Savior
release/fun hospital.exe	Fun Hospital
release/heartwood online.exe	Heartwood Online
release/homeworldrm.exe	Homeworld: Remastered Collection
release/ironharvest.exe	Iron Harvest
release/maktala.exe	Maktala: Slime Lootfest
release/nsgp.exe	New Star GP
release/rof.exe	Rise of Flight United
release/samawa idle.exe	Samawa Idle
release/steamwindows.exe	Overlewd
releaseeos/homeworldrm.exe	Homeworld: Remastered Collection
releaseexe/evilgeniusexestub-release.exe	Evil Genius
reliccoh.exe	Company of Heroes
reliccoh2.exe	Company of Heroes 2
relicdow3.exe	Warhammer 40,000: Dawn of War III
relichunterszero.exe	Relic Hunters Zero
remastered/tie95.exe	Star Wars: TIE Fighter - Special Edition
remastered/xwing95.exe	Star Wars: X-Wing - Special Edition
rememberinghowwemet.exe	A Kiss for the Petals - Remembering How We Met
reminiscence/reminiscence.exe	Reminiscence
remnant records/remnant records.exe	Remnant Records
remnants of naezith/naezith.exe	Remnants of Naezith
remove_v2.1/remove.exe	ReMove
renegade ops/renegadeops.exe	Renegade Ops
rental/rental.exe	Rental
rento fortune/rento.exe	Rento Fortune Monolit
repair this!/repair, this!.exe	Repair This!
replica/replica.exe	Replica
repo/repo.exe	R.E.P.O.
rerev.exe	Resident Evil: Revelations
rerev2.exe	Resident Evil: Revelations 2
resident evil 0/re0hd.exe	Resident Evil 0
resident evil 2  biohazard re2 1-shot demo/re2.exe	RESIDENT EVIL 2 / BIOHAZARD RE:2 "1-Shot Demo"
resident evil 2  biohazard re2 r.p.d. demo/re2.exe	Resident Evil 2 "R.P.D. Demo"
resident evil 2  biohazard re2/re2.exe	Resident Evil 2
resident evil 4  biohazard re4 chainsaw demo/re4demo.exe	Resident Evil 4 Chainsaw Demo
resident evil 4  biohazard re4/re4.exe	Resident Evil 4
resident evil 7 biohazard demo/re7trial.exe	Resident Evil 7 Teaser: Beginning Hour
resident evil operation raccoon city/raccooncity.exe	Resident Evil: Operation Raccoon City
resident evil resistance open beta/reresistance.exe	Resident Evil Resistance Open Beta
resident evil resistance/reresistance.exe	Resident Evil Resistance
resident evil reverse beta/reverse.exe	Resident Evil Re:Verse
resident evil reverse/reverse.exe	Resident Evil Re:Verse
resident evil village biohazard village gameplay demo/re8demo.exe	Resident Evil Village Gameplay Demo
resident evil village biohazard village gold edition gameplay demo/re8gedemo.exe	Resident Evil Village: Gold Edition
resident evil village biohazard village/re8.exe	Resident Evil Village
resonance of the ocean/resonance of the ocean.exe	Resonance of the Ocean
resonite/resonite.exe	Resonite
resources/warfork_x64.exe	Warfork
respublica-win32-x64/respublica.exe	Respublica
retail/hitman2.exe	HITMAN 2
retail/hitman3.exe	HITMAN 3
retail/injustice2.exe	Injustice 2
retail/mk11_dx12.exe	Mortal Kombat 11
retro commander/app_main.exe	Retro Commander
retro rally demo/retrorally.exe	Retro Rally!
retroarch.exe	RetroArch
retrocityrampage.exe	Retro City Rampage DX
retrocycles/retrocycles.exe	Retrocycles
retrogadgets/rg.exe	Retro Gadgets
retrograde arena/retrograde arena.exe	Retrograde Arena
retromaze/retro_maze.exe	RetroMaze
retrowave/retrowave.exe	Retrowave
return to monkey island/return to monkey island.exe	Return to Monkey Island
return to shironagasu island/shironagasu.exe	Return to Shironagasu Island
reus.exe	Reus
reus2/reus 2.exe	Reus 2
reveil/reveil.exe	REVEIL
revengeongolddiggers/revengeongolddiggers.exe	情感反诈模拟器
reventure/reventure.exe	Reventure
reverse 1999/reverse1999.exe	Reverse: 1999
revita/revita.exe	Revita
revolt.exe	Re-Volt
revolution idle/revolution idle.exe	Revolution Idle
revolver/revolver.exe	Kill The Crows
rexaura/hl2.exe	Rexaura
rez infinite/rez-infinite.exe	Rez Infinite
rfactor.exe	rFactor
rfactor2.exe	rFactor 2
rfg.exe	Red Faction: Guerrilla Re-Mars-tered
rhq/rhq.exe	Rescue HQ: The Tycoon
rhythm doctor/rhythm doctor.exe	Rhythm Doctor
rhythm sprout/rhythm sprout.exe	RHYTHM SPROUT
richie's plank experience/richiesplankexperience.exe	Richie's Plank Experience
richman10/richman10.exe	Richman 10
richman11/richman11.exe	RichMan 11
rickandmortyvr/rickandmortyvr.exe	Rick and Morty: Virtual Rick-ality
ride - game/ridex64.exe	Ride
